name,href,phone
Фокстрот,http://foxtrot.work,
Culver Aviation,http://culver.aero/,
DTEK,http://dtek.com,
Leadsdoit,http://leadsdoit.com,
Solus.agency,http://b.solus.agency,+380936716177
"Фора, ТОВ",http://fora.ua/karera/vakansii/,
SettlePay,http://settlepay.net/,
CS,http://csltd.com.ua/,057-760-13-67
Профікс,http://www.profix.com.ua,
ISD,http://www.isd.dp.ua,+3-8-050-480-13-93
Акварель-Н,http://akvarel-n.com.ua,0678848310
ЦУМ (Київ),http://hr.tsum.ua,
"Interlegal, міжнародна юридична служба",http://www.interlegal.com.ua,0952312580
EvoPlay,http://evoplay.com,
Датагруп & Volia,http://www.datagroup.ua,
Kasta,http://job.kasta.ua,
Дубок,http://www.dybok.ua,(067) 840 13 61
АТБ-маркет,http://www.atbmarket.com,
Autodoc,http://www.autodoc.eu,
7Leads,http://7leads.biz/,
Wild Wild Leads,http://www.i.ua/,+380980813258
"Eva, лінія магазинів",http://work.eva.ua/,
"Ерідон, ТОВ",http://www.eridon.ua,
Ringostat,http://ringostat.com/uk/,
Favbet,http://favbet.ua,
Ajax Systems,http://www.ajax.systems,
CS,http://csltd.com.ua/,057-760-13-67
Webpromo,http://www.web-promo.ua,+380981070248
Promodo,http://www.promodo.ua,
Soft Industry,http://soft-industry.com,+38096-478-72-10
Школа вільних та небайдужих,http://www.vilni.school/,
Райффайзен Банк,http://raiffeisen.ua,
ШвидкоГрошi,http://sgroshi.com.ua,
ISD,http://www.isd.dp.ua,+3-8-050-480-13-93
Netpeak,http://netpeak.ua,
PPC,http://ppc.net.ua,
MD-Fashion,http://md-fashion.com.ua,+38 067 826 64 14
Renesas Electronics,http://www.renesas.com/us/en,
Qwerty.Software,http://qwerty.software,
PepsiCo Ukraine,http://www.pepsico.com,
"Національний депозитарій України, ПАТ",http://www.csd.ua,
ПриватБанк,http://privatbank.ua,
Kasta,http://job.kasta.ua,
GoITeens,http://goiteens.ua/,
Mitridat Container Transport,http://www.mitridat.odessa.ua/uk/,
Київстар,http://www.kyivstar.ua,
"Чудо острiв, мережа дитячих супермаркетiв",http://chudo-ostriv.com.ua/,
"Eva, лінія магазинів",http://work.eva.ua/,
Soft Industry,http://soft-industry.com,+38096-478-72-10
Insoft Ukraine,http://insoft-global.com/,
ISD,http://www.isd.dp.ua,+3-8-050-480-13-93
"Салтівський м'ясокомбінат, ТОВ",http://www.smk-group.com.ua/,0672501940
Megogo,http://megogo.net/ua,
Райффайзен Банк,http://raiffeisen.ua,
"Абкоммунікейшен, ТОВ",http://abcommunication.com.ua,+380443590098
ВіЯр,http://viyar.ua/vacancy/,
ПриватБанк,http://privatbank.ua,
ISD,http://www.isd.dp.ua,+3-8-050-480-13-93
OKKO,http://www.okko.ua,
Берта Груп,http://berta.ua/,+38 098 080 69 61
Київстар,http://www.kyivstar.ua,
Pethouse,http://pethouse.ua,
Профікс,http://www.profix.com.ua,
UKEESS Software House,http://www.ukeess.com,
JERU,http://www.i.ua/,
Yellow Stone,http://yellowstone.com.ua,
"Біосфера, корпорація",http://biosphere-corp.com,
De Novo,http://denovo.ua,(044) 200-93-39
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Govitall,http://govitall.com/ua/,0939088946
BetterMe,http://betterme.world/,
"Eva, лінія магазинів",http://work.eva.ua/,
CS,http://csltd.com.ua/,057-760-13-67
Райффайзен Банк,http://raiffeisen.ua,
Culver Aviation,http://culver.aero/,
DC Link,http://dclink.ua/,067-502-69-96
7Leads,http://7leads.biz/,
Camellia-PR,http://www.camellia.com.ua,0674453850
"Фора, ТОВ",http://fora.ua/karera/vakansii/,
QATestLab,http://career.qatestlab.eu/,
"Адам УА, ТОВ",http://adam.co.ua,+380956414855
"Фора, ТОВ",http://fora.ua/karera/vakansii/,
Bomond Group,http://www.bomond.com.ua,+380674872899
"Геймдев, ТОВ",http://slotscity.ua,+380 50 508 92 91
DMark,http://dmark.pro,+380677347340
CatCoding.cc,http://catcoding.cc,
DAMS Company,http://www.i.ua/,
ПриватБанк,http://privatbank.ua,
Київстар,http://www.kyivstar.ua,
Skelar,http://www.skelar.tech/,
Skelar,http://www.skelar.tech/,
Цитрус,http://www.ctrs.com.ua,
Цитрус,http://www.ctrs.com.ua,
Українська Броня™,http://ukrainianarmor.com/,063-78-51-259
АТБ-маркет,http://www.atbmarket.com,
АТБ-маркет,http://www.atbmarket.com,
АТБ-маркет,http://www.atbmarket.com,
АТБ-маркет,http://www.atbmarket.com,
АТБ-маркет,http://www.atbmarket.com,
АТБ-маркет,http://www.atbmarket.com,
ЦУМ (Київ),http://hr.tsum.ua,
Новус,http://www.novus.ua,
Віатек,http://viatec.ua/,+380997003797
Brain,http://www.brain.com.ua,067 825 43 45
EvoPlay,http://evoplay.com,
Бритіш Американ Тобакко Україна,http://bat.ua,
UKRSIBBANK BNP Paribas Group,http://www.ukrsibbank.com,
Digital Clever Solutions,http://clever-solution.com/,0964891201
"Флексімп Аналітікс, ТОВ",http://www.i.ua/,
ТАС,http://tascombank.ua/,
RetailGroup,http://www.i.ua/,
Wine Bureau (goodwine),http://winebureau.ua/,
ПриватБанк,http://privatbank.ua,
First Casino (Одесса),http://www.first.ua,
"Ерідон, ТОВ",http://www.eridon.ua,
AdlerTeam,http://adlerteam.co/,
ТАС,http://tascombank.ua/,
Kharkiv dream,http://www.i.ua/,050-505-28-58
Wanted,http://www.wanted.biz.ua/,
ТАС,http://tascombank.ua/,
EvoPlay,http://evoplay.com,
Netpeak Group,http://netpeak.group/,
OTP Bank,http://www.otpbank.com.ua,
Talent Hunters Hub,http://www.i.ua/,
Netpeak Group,http://netpeak.group/,
WebbyLab,http://webbylab.com,
Plenergy,http://plenergy.ua,
Гідрохаус,http://www.hydrohouse.com.ua,044 545 70 67
EvoPlay,http://evoplay.com,
Датагруп & Volia,http://www.datagroup.ua,
"Тікетс.Юей, ТОВ",http://www.tickets.ua,0673226225
AlvariumSoft,http://www.alvariumsoft.com/,+380967392336
CPT,http://www.i.ua/,
"Скаетон, авіаційна виробнича компанія, ТОВ",http://www.skyeton.com,
Getwin,http://www.i.ua/,
Київстар,http://www.kyivstar.ua,
Ajax Systems,http://www.ajax.systems,
Boosta Inc,http://www.boosta.biz,
"Eva, лінія магазинів",http://work.eva.ua/,
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
Національна суспільна телерадіокомпанія України,http://corp.suspilne.media/,(044) 294 97 20
Inspe,http://www.inspe.ua,+380981889842
"Argo, торговельна мережа",http://argo.com.ua,067-325-81-64
Auchan Україна,http://www.auchan.ua,067-548-86-61
Копійочка,http://kopiyochka.com.ua,
Wild Wild Leads,http://www.i.ua/,+380980813258
EVA.tech,http://work.eva.ua/,
Wine Bureau (goodwine),http://winebureau.ua/,
ПриватБанк,http://privatbank.ua,
Британська міжнародна школа,http://britishschool.ua,+380660700279
"Оберіг, страхова група",http://oberig-sg.com,
Віатек,http://viatec.ua/,+380997003797
Алло,http://work.allo.ua,
Promodo,http://www.promodo.ua,
Wine Bureau (goodwine),http://winebureau.ua/,
PIN-UP Global,http://pin-up.global/,
"Ранок, видавництво",http://www.ranok.com.ua,
Kness Group,http://kness.energy,099 200 79 90
ERC,http://erc.ua,+38 044 230-34-74
"Омега, ООО",https://www.omega.page,
DTEK,http://dtek.com,
Uklon,https://www.linkedin.com/company/uklontech,
Favbet,http://favbet.ua,
Comfy,http://work.comfy.ua,
NIX,http://www.nixsolutions.com/ua/,
Octo Games,http://www.i.ua/,
IT Step Тернопіль,http://www.te.itstep.org,+38(098) 087-14-13
Octo Games,http://www.i.ua/,
Renesas Electronics,http://www.renesas.com/us/en,
Банк Південний,http://bank.com.ua/career,
Пробуд,http://www.i.ua/,0971325177
SOVA jewelry house,http://sovajewels.com.ua,
Український процесінговий центр,http://www.upc.ua,
Датагруп & Volia,http://www.datagroup.ua,
"Inweb, агенція digital-маркетингу",http://inweb.ua,048 770-10-70
Банк Південний,http://bank.com.ua/career,
"Копійка, торгова мережа",http://kopeyka.com.ua/,050-333-45-83
Новус,http://www.novus.ua,
MriyDiy,http://mriydiy.in.ua/,
Universal Bank,http://www.universalbank.com.ua,
Techsvit,http://techsvit.ua,
"Estro, мережа магазинів взуття",http://estro.ua,
ІТ Академія від stfalcon.com,http://academy.stfalcon.com/,
Eldorado.ua,http://www.work.eldorado.ua/,
Silkway.solutions,http://silkway.solutions/,
ПриватБанк,http://privatbank.ua,
Raise.Band,http://raise.band/,
Urmobi,http://urmobi.games,0972605573
Софтіко,http://softico.ua,(044) 383-44-10
IT-Solutions,http://www.it-solutions.ua,+380633768836
Webpromo,http://www.web-promo.ua,+380981070248
"Тетафарм, ТОВ",http://shop.tetafarm.com.ua,
ProMenu,http://promenu.ua/,+38 050 494 44 23
Ежіс Ертлє Інжиніринг,http://egis-ertle.com/,
Asbis-Украина,http://www.asbis.ua,(044) 455-44-11
LIGA ZAKON,http://ligazakon.net,
"Брокард-Україна, ТОВ",http://www.brocard.ua,
Asbis-Украина,http://www.asbis.ua,(044) 455-44-11
KredoBank,https://www.kredobank.com.ua,+380504318700
Asbis-Украина,http://www.asbis.ua,(044) 455-44-11
Bomond Group,http://www.bomond.com.ua,+380674872899
АрселорМиттал Кривой Рог,http://www.i.ua/,
Softum,http://softum.io/,+38(063) 700 48 79
Luxeo,http://luxeo.team/,
"Technaxx Deutschland, GmbH & Co. KG",http://www.technaxx.de,
"R&B Team, LLC",http://rnb-team.com,+380953034472
"Кейк Альянс, ТОВ",http://www.i.ua/,
"ARX, страховая компания",http://arx.com.ua/,
DTEK,http://dtek.com,
"Ribas Hotels Group, керуюча компанія готельно-ресторанними комплексами",http://www.ribas.ua,+38(097) 94 57 023
IT Step (Ivano-Frankivsk),http://www.i.ua/,
NewG Media (IT),http://www.newgmedia.net/,
EvoPlay,http://evoplay.com,
Mitridat Container Transport,http://www.mitridat.odessa.ua/uk/,
Cleveroad Inc.,https://cleveroad.com,
M. System,http://msystem.com.ua/,0678081301
"Ен Сі Інжиніринг Україна, ТзОВ",http://ncengineering.net,(073)-262-85-05
"Андрейчук Л.Й., ФОП",http://www.i.ua/,
PwC Service Delivery Center,http://www.pwc.com/ua/uk.html,
Mysterytag,http://www.mysterytag.com,0663318255
Лакталис,http://www.lactalis.com.ua,
SkyFall,http://www.i.ua/,
Клевер Сторс,http://work.sim23.ua/,
Політехнічний ліцей НТУУ КПІ м. Києва,http://www.i.ua/,
Comfy,http://work.comfy.ua,
DTEK,http://dtek.com,
CRM Studio,http://crm.studio,
ПриватБанк,http://privatbank.ua,
"СМАРТ, дитяча IT-школа",http://uaitsmart.com,+380505403385
Ajax Systems,http://www.ajax.systems,
STV group,http://stv-group-ukraine.com/,0953029239
"OKwine, мережа виномаркетів",http://okwine.ua,+380504099306
Terrapromo,http://terrapromo.digital,+380937935464
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Ukrlandfarming,http://www.ulf.com.ua/ua/,044 393 40 93
White Dental Group,http://www.whitegroup.com.ua,
"Vega, телекоммуникационная группа",http://www.vegatele.com,
"Нова пошта, ТОВ",http://www.novaposhta.ua,
Varus,http://varus.ua/,0-800-301-331
"ДЛ Солюшн, ТОВ",http://www.i.ua/,
"XL-Групп, ТОВ",http://www.xl-group.com.ua,+380 95 220 27 46
OKKO,http://www.okko.ua,
Ківіт Плюс,http://www.i.ua/,
ПриватБанк,http://privatbank.ua,
DTEK,http://dtek.com,
EvoPlay,http://evoplay.com,
EvoPlay,http://evoplay.com,
Cleveroad Inc.,https://cleveroad.com,
Агропросперіс,http://www.agroprosperis.com,
Recruiting Support,http://recruiting-support.com.ua,0664419929
Альпмонтаж,http://www.i.ua/,
Leadsdoit,http://leadsdoit.com,
Avlo Research,http://www.i.ua/,
Uklon,https://www.linkedin.com/company/uklontech,
DTEK,http://dtek.com,
Culver Aviation,http://culver.aero/,
Банк Південний,http://bank.com.ua/career,
Renesas Electronics,http://www.renesas.com/us/en,
EvoPlay,http://evoplay.com,
Intertool,http://www.intertool.ua,
ПриватБанк,http://privatbank.ua,
Amz Recruiting Agency,http://www.i.ua/,+380680230113
"Inweb, агенція digital-маркетингу",http://inweb.ua,048 770-10-70
ProMenu,http://promenu.ua/,+38 050 494 44 23
Vodafone Retail Україна,http://www.i.ua/,
DTEK,http://dtek.com,
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Secur Group,http://secur.group/,+380-63-578-87-98
Датагруп & Volia,http://www.datagroup.ua,
"Ламан Шиппинг, ООО",http://www.uni-laman.com/uk/,
"Біомед, мережа аптек-оптик (Львів)",http://www.biomed.lviv.ua,0673104887
Autodoc,http://www.autodoc.eu,
Halo Lab,http://www.halo-lab.com,0487962106
OKKO,http://www.okko.ua,
Банк Південний,http://bank.com.ua/career,
Artman Studio,http://artman.studio/,
"Пирятинський делікатес, ТОВ",http://smacomtrade.com,
ESputnik,http://esputnik.com,+380996768988
Fozzy group,http://www.fozzy.ua,
"Нова пошта, ТОВ",http://www.novaposhta.ua,
MustHave,http://www.musthave.ua,
Євро Лайфкер,http://eurolifecare.com.ua,095 283 90 25
"IPnet, інтернет-провайдер",http://www.ipnet.ua,
"Флексімп Аналітікс, ТОВ",http://www.i.ua/,
"Orto Smart, медтехніка-ортосалон, мережа ортопедичних магазинів",http://ortosalon.ua,098 181 20 60
Storgom,http://storgom.ua,+380672871020
"БаДМ, ТОВ",http://badm.ua/ua/,(056) 731-95-15
UD Company,http://www.art-misto.com.ua/,
Helen Marlen,http://helen-marlen.com,
Comfy,http://work.comfy.ua,
"Креді Агріколь, банк",http://credit-agricole.ua,
"Coca-Cola HBC Україна, Вірменія та Молдова",http://ua.coca-colahellenic.com/ua/home/,
Aby Studio,http://aby.studio,+380666571620
Starlight Media,http://starlight.media/,
Leadsdoit,http://leadsdoit.com,
"ДЛ Солюшн, ТОВ",http://www.i.ua/,
Sister's Aroma,http://sistersaroma.com/,
"Укртелеком, АТ",http://ukrtelecom.ua,
Dinamicka Development,http://www.dinamicka.com/,
Углерод-Украина,http://www.mrc.org.ua,
TreatField,http://treatfield.com,
Provectus,http://provectus.com/careers,
GG.BET,http://www.linkedin.com/company/gg-bet/,
GG.BET,http://www.linkedin.com/company/gg-bet/,
GG.BET,http://www.linkedin.com/company/gg-bet/,
Squro,http://squro.com,
Перший Український Міжнародний Банк (ПУМБ),http://career.pumb.ua/,
"Симкорд, ООО",http://www.simcord.com,
DTEK,http://dtek.com,
Eldorado.ua,http://www.work.eldorado.ua/,
Redlab,http://www.redlab.bz,+380638119855
Алло,http://work.allo.ua,
Маркетопт,https://www.facebook.com/marketopt.official,0981171516
"Дрім Груп Тойз, ТОВ",http://www.i.ua/,
DMP Development Group,http://www.dmp-development.com,067 327 5409
Люксоптика,http://luxoptica.ua/,
Yellow Stone,http://yellowstone.com.ua,
Цитрус,http://www.ctrs.com.ua,
Київстар,http://www.kyivstar.ua,
UKRSIBBANK BNP Paribas Group,http://www.ukrsibbank.com,
ПриватБанк,http://privatbank.ua,
Хмельницький обласний дерматовенерологічний центр,http://www.i.ua/,
BPC Ukraine,http://bpcbt.com,
Kraken Leads,http://krakenleads.com,
Boosta Inc,http://www.boosta.biz,
АТБ-маркет,http://www.atbmarket.com,
"М24, спеціалізовані центри діагностики",http://www.mrt-m24.com/,+380675826528
SupportYourApp,http://supportyourapp.com,
Київстар,http://www.kyivstar.ua,
SupportYourApp,http://supportyourapp.com,
RetailGroup,http://www.i.ua/,
"Капітал, мережа ломбардів",http://lombard-capital.com.ua/,067-613-37-76
ТМСофт,http://www.tmsoft-ltd.com,
"Юбилейный, МК, ООО",http://www.yuvileinyi.com.ua/,
"Хекса, ТОВ",http://hexa.com.ua,
Санітас,http://www.i.ua/,
Мегатрейд,http://megatrade.ua,0667411068
ПриватБанк,http://privatbank.ua,
EvoPlay,http://evoplay.com,
Цитрус,http://www.ctrs.com.ua,
Meest China,http://meest.cn/,
RetailGroup,http://www.i.ua/,
Максі-Меблі,http://maksimebel.com.ua,0685541465
MD-Fashion,http://md-fashion.com.ua,+38 067 826 64 14
DTEK,http://dtek.com,
Clever Testing,http://www.i.ua/,
ПриватБанк,http://privatbank.ua,
EvoPlay,http://evoplay.com,
GigaTrans,http://gigatrans.ua,+380633130087
RetroStyle Games,http://retrostylegames.com,
Boosta Inc,http://www.boosta.biz,
Talent Hunters Hub,http://www.i.ua/,
Codebridge Technology,http://www.codebridge.tech/,
SeoProfy,http://seoprofy.com,+380939634060
GigaTrans,http://gigatrans.ua,+380633130087
OTP Bank,http://www.otpbank.com.ua,
"Нова пошта, ТОВ",http://www.novaposhta.ua,
"Нова пошта, ТОВ",http://www.novaposhta.ua,
Qmaro,http://qmaro.com/,0676136188
Yellow Stone,http://yellowstone.com.ua,
"Zarina, ювелірний дім",http://www.i.ua/,+380(63)964-53-50
"Відкриті Публічні Фінанси, ДУ",http://www.publicfinance.gov.ua/ua/,
Eldorado.ua,http://www.work.eldorado.ua/,
3Shape Ukraine,http://www.3shape.com,
Finik.Pro,http://finik.pro/en.html,(067)400-42-73
Jooble,http://hiring.jooble.org,
Miss To Mrs Wedding Gifts Inc.,http://misstomrsbox.com/,
DMP Development Group,http://www.dmp-development.com,067 327 5409
Київстар,http://www.kyivstar.ua,
"OKwine, мережа виномаркетів",http://okwine.ua,+380504099306
Netpeak,http://netpeak.ua,
Solid Solutions,http://solid-sl.com,(093)0903021
"Vega, телекоммуникационная группа",http://www.vegatele.com,
Genius Software,http://geniussoftware.net,+380933842797
16.web,http://16-web.com,0953866776
Adindex.ua,http://adindex.ua,
LIGA ZAKON,http://ligazakon.net,
Solid Solutions,http://solid-sl.com,(093)0903021
"Теко Трейд, ТОВ (Overseer)",http://overseer.ua,0673815436
"Ортекс, ООО",http://ortex.kh.ua/,(067)839-51-35
Respect.Studio,http://www.respect.studio,+380932020563
Kasta,http://job.kasta.ua,
"МХП, агроіндустріальний холдинг",http://www.mhp.com.ua,
Boolat Games,http://www.boolat.com/,
"Продбаза центр, оптово-роздрібний торговий центр",http://www.i.ua/,
EvoPlay,http://evoplay.com,
Union Group,http://work.uniongroup.holdings/,
Промавтоматика Вінниця,http://www.pa.ua,(0432) 56-12-20
Genesis,http://gen.tech/,
"Профіцентр КВІТКА, ТОВ",http://kwitka.com.ua/,067 350-82-93
TapOk,http://tap-ok.com,0663754010
"Юрія-Фарм, ТОВ",http://www.uf.ua,
Promodo,http://www.promodo.ua,
Київстар,http://www.kyivstar.ua,
"Біт Сервіс, ТОВ",http://www.i.ua/,(044)353-94-03
"Сузір'я, ГК",http://suziria.ua,
"Comparus UA (Компарус.ЮА, ТОВ)",http://comparus.de/,
10Guards,http://www.10guards.com/,+380 44 39 39 000
RetailGroup,http://www.i.ua/,
Київстар,http://www.kyivstar.ua,
"Філіп Морріс Україна, ПрАТ",http://www.pmi.com/markets/ukraine/uk/about-us/overview,
"Ерідон, ТОВ",http://www.eridon.ua,
"Скаетон, авіаційна виробнича компанія, ТОВ",http://www.skyeton.com,
EVO,http://evo.company,
1+1 media,http://media.1plus1.ua,
Zelh,http://zelh.com,
Artman Studio,http://artman.studio/,
"Шаг, компьютерная академия (Чернигов)",http://chernigov.itstep.org,0934865416
United Thinkers,http://unitedthinkers.com,+38 066 707 20 94
"Софтсервіс+, ТОВ",https://www.ua-region.com.ua/kved/47.11,
Датагруп & Volia,http://www.datagroup.ua,
"BDO, LLC",http://www.bdo.ua,
Gameloft,http://www.gameloft.com,+380 73 092 63 48
Gameloft,http://www.gameloft.com,+380 73 092 63 48
Київстар,http://www.kyivstar.ua,
Київстар,http://www.kyivstar.ua,
Ajax Systems,http://www.ajax.systems,
Новус,http://www.novus.ua,
TK Laser,http://tk-laser.com.ua,067 1657432
"Модерн Експо, СП ТОВ",http://www.modern-expo.com,0503665060
Новус,http://www.novus.ua,
"МХП, агроіндустріальний холдинг",http://www.mhp.com.ua,
Фокстрот,http://foxtrot.work,
EvoPlay,http://evoplay.com,
"Panem, Digital Agency",http://icyeast.org,+380 93 412 46 96
"Аверс Групп, ООО",http://www.i.ua/,044 290-88-65
Yellow Stone,http://yellowstone.com.ua,
Customertimes,http://jobs.dou.ua/companies/customertimes/,
Синхронік,http://www.i.ua/,0953287920
HRD Service,http://hrd.com.ua,+380677455976
"Фокстрот, ГК, УК",http://foxtrotgroup.com.ua/,
appflame,http://appflame.com/,
Netpeak,http://netpeak.ua,
DTEK,http://dtek.com,
Райффайзен Банк,http://raiffeisen.ua,
Eldorado.ua,http://www.work.eldorado.ua/,
OKKO,http://www.okko.ua,
Boosta Inc,http://www.boosta.biz,
Totis Pharma,http://totispharma.com/,+380935814138
HealthJoy,https://www.healthjoy.com,
Secur Group,http://secur.group/,+380-63-578-87-98
Перший Український Міжнародний Банк (ПУМБ),http://career.pumb.ua/,
ПриватБанк,http://privatbank.ua,
SHOco,http://shoco.ua,(050) 430 43 55
"BDO, LLC",http://www.bdo.ua,
EvoPlay,http://evoplay.com,
ПриватБанк,http://privatbank.ua,
MVM,http://mvm.ua,+38 067 543 13 72
Softum,http://softum.io/,+38(063) 700 48 79
"Дранко В.П., ФОП",http://www.i.ua/,
"Дранко В.П., ФОП",http://www.i.ua/,
Danish Refugee Council,http://drc.ngo/,
"ОН Клінік, мережа медичних центрів",http://www.onclinic.ua,
SeoProfy,http://seoprofy.com,+380939634060
Профікс,http://www.profix.com.ua,
"Добробут, ММ",http://med.dobrobut.com/,
Nordcurrent Odessa,http://www.nordcurrent.com/,+380 (066) 998-69-90
"Vitagro, група компаній",http://www.vitagro.net,
"Comparus UA (Компарус.ЮА, ТОВ)",http://comparus.de/,
Ta-Da!,http://ta-da.ua/,0505635755
"МХП, агроіндустріальний холдинг",http://www.mhp.com.ua,
Авеб,http://aweb.ua/ua/,(044) 538-01-61
Авеб,http://aweb.ua/ua/,(044) 538-01-61
1+1 media,http://media.1plus1.ua,
"Чайковська Т.О., ФОП",http://www.i.ua/,
"Бориспіль, міжнародний аеропорт, ДП",http://www.kbp.aero,
Renesas Electronics,http://www.renesas.com/us/en,
Drinxmarket,http://drinxmarket.com/,
Ріксос-Прикарпаття,http://www.rixos.com.ua,0673326264
Ріксос-Прикарпаття,http://www.rixos.com.ua,0673326264
Ріксос-Прикарпаття,http://www.rixos.com.ua,0673326264
DMP Development Group,http://www.dmp-development.com,067 327 5409
DC Link,http://dclink.ua/,067-502-69-96
"Креді Агріколь, банк",http://credit-agricole.ua,
Solid Solutions,http://solid-sl.com,(093)0903021
SysGears,http://sysgears.com,
АТБ-маркет,http://www.atbmarket.com,
Київстар,http://www.kyivstar.ua,
АТБ-маркет,http://www.atbmarket.com,
Датагруп & Volia,http://www.datagroup.ua,
Датагруп & Volia,http://www.datagroup.ua,
Кача Гроші,http://kachay.com.ua/,
Ozzylogik LTD,http://ozzylogik.com/,
Boosta Inc,http://www.boosta.biz,
Столична Ювелірна Фабрика,http://stolychnashop.com.ua,+38(097) 990 05 85
Promodo,http://www.promodo.ua,
EvoPlay,http://evoplay.com,
Netronic,http://jobs.netronic.com.ua/,
Auchan Україна,http://www.auchan.ua,067-548-86-61
"Княжа, українська страхова компанія",http://kniazha.ua,044 207-72-72
Бонтой,http://bontoy.ua/,095-152-46-35
Gameloft,http://www.gameloft.com,+380 73 092 63 48
Symbol,http://symbol.ua,
EvoPlay,http://evoplay.com,
Pampik,http://pampik.com/,
EvoPlay,http://evoplay.com,
EvoPlay,http://evoplay.com,
"Сузір'я, ГК",http://suziria.ua,
"Comparus UA (Компарус.ЮА, ТОВ)",http://comparus.de/,
NIX,http://www.nixsolutions.com/ua/,
Gameloft,http://www.gameloft.com,+380 73 092 63 48
EvoPlay,http://evoplay.com,
DMP Development Group,http://www.dmp-development.com,067 327 5409
"МХП, агроіндустріальний холдинг",http://www.mhp.com.ua,
